EEG _mean(),EEG _std(),EEG _mad(),EEG _max(),EEG _min(),EEG _energy(),EEG _iqr(),EEG _entropy(),EEG _mean(),EEG _std(),EEG _mad(),EEG _max(),EEG _min(),EEG _energy(),EEG _iqr(),EEG _entropy(),EEG _skewness(),EEG _kurtosis(),EEG _mean(),EEG _std(),EEG _mad(),EEG _max(),EEG _min(),EEG _iqr(),EEG _entropy(),EEG _skewness(),EEG _kurtosis(),state,subject
52.285,245.3650826319833,303.19215368439563,389,-394,12587549,475.5,5.148354857633027,1521.0782505010911,3205.2878117031146,569.7789211873031,24385.74616102126,48.14382436057843,12587549.0,1326.9171940635238,4.352945715526009,[5.1434798],[29.8303249],34.81086683781374,248.4470739413125,221.203555409089,520.4305909532991,-540.2295808265224,297.51517818423986,5.004828513982419,[0.0225607],[-0.50314131],0,2
77.825,49.982140560404176,51.14977653844326,216,-26,1710989,69.5,5.096316735083269,475.960394740754,1218.3803604122259,131.71357419665418,15565.0,20.94242877433604,1710989.0,323.51241700423975,4.307456251102673,[9.78258229],[115.23366366],54.95633903381847,74.3958721973202,47.176113712838884,296.98484809834997,-34.648232278140824,107.8337841309485,4.708723282830953,[0.98627769],[-0.01808319],1,3
44.075,375.4157287261683,386.9591790299621,533,-718,28575915,693.5,5.168338423718268,2168.6805871857673,4885.973752565971,673.3482927776477,36513.44828345449,7.0,28575915.0,1756.796550332995,4.227859936838302,[5.07889256],[28.95648682],31.14098264345555,376.7091904904896,364.82861271262067,670.337228564847,-847.8210306426706,459.61940777125596,5.002477513919018,[-0.30854359],[-0.48314779],0,4
-4.2,261.3570546206855,291.3313359363508,439,-504,13665030,417.25,5.038850324957139,1800.7077638988994,3228.3868338590137,676.4943885883443,27666.128957772744,60.63242413876003,13665030.0,1435.0468524509406,4.544811210131385,[5.55730399],[39.1284752],-2.6799347006970113,261.37706087183705,168.7856512837124,576.9991334482228,-647.7098115668775,298.75261505131635,4.949634907080853,[-0.40126709],[0.14620917],0,0
55.655,530.0599079113605,648.6384705962009,870,-866,56812197,903.0,5.10002500411918,3001.478780053556,6913.994658147215,391.4534552586362,50853.70246227473,314.38777881161633,56812197.0,2184.399330863434,4.2346231515835315,[5.05805057],[28.08072681],37.71707570849044,531.6374772342522,453.41487068450704,1170.2617228637364,-1085.4089091213505,639.7548602785289,4.997436056617797,[0.04997658],[-0.29075392],1,1
51.62,245.32836281196677,312.0877669954292,389,-394,12570126,475.5,5.148542054272048,1453.7506370892634,3233.687536723757,632.0825441960781,28632.025247509548,76.8575457163162,12570126.0,1277.366041898298,4.340910288175932,[6.40440696],[48.26339082],35.94223768771221,248.11043015157586,220.15519732658143,520.4305909532991,-540.2295808265224,292.9189841065273,5.004336293202051,[0.01550885],[-0.50109928],0,2
105.98,70.28584210209053,44.478066555168056,427,-13,3234372,56.5,5.119002037044198,654.3802057469225,1675.1592599889168,176.5343753433358,21196.0,6.871471885046159,3234372.0,569.0842366816332,4.209425907212394,[9.43984537],[110.42234973],75.0028162804571,102.6958497213982,67.09491728048198,598.2123368838193,-110.30865786510142,134.52706512074067,4.689789816119976,[1.94681986],[5.97886949],1,3
45.365,369.6609416411206,376.5809635004229,533,-718,27741439,693.5,5.166416667088965,2207.7910381493352,4781.955429724067,690.4022867922889,37438.13696795986,47.12748667179272,27741439.0,1549.871863215773,4.39277100860109,[5.53509244],[33.67847858],30.815713524109743,371.15709180884585,360.11100134133676,670.337228564847,-847.8210306426706,478.7112908632927,4.994862205535979,[-0.26615805],[-0.49755284],0,4
2.07,261.6744066583509,297.2617448103732,464,-504,13695556,416.25,5.047689450429088,1652.157167480591,3311.484968098528,620.5514108712005,27605.75090555738,75.5222630095206,13695555.999999998,1171.2241549193398,4.465114190542157,[5.56697055],[36.88843549],-0.4313351365237918,261.6822385069342,172.45490457248883,574.1707063234767,-642.0529573173851,278.6000717874997,4.940892323597638,[-0.26916147],[0.1210475],0,0
48.61,528.3688180617778,648.6384705962009,873,-866,56307308,927.5,5.096745194164607,2988.859257057845,6882.879364154193,391.1952900364746,50463.52753745278,205.25683734021106,56307308.0,2133.4890263225548,4.256396940834293,[5.1250337],[28.62017078],32.31477990022522,529.6152329757897,488.5348664485093,1170.2617228637364,-1062.781492123381,649.1240251292506,5.018626992293841,[0.04233104],[-0.34767582],1,1
46.48,243.39808873530623,303.9334547936484,389,-385,12280604,477.75,5.154325890265413,1538.7004248839505,3148.492496808901,546.7106175058034,28368.8659990077,55.12879554785679,12280604.0,1148.0039756843314,4.495315589012403,[6.60225136],[50.89526114],33.43200861449997,245.5306921751332,219.63101828532766,520.4305909532991,-503.46002820482187,292.9189841065273,5.003810811522454,[0.01082231],[-0.52678992],0,2
83.205,91.74869467736312,60.04538984947688,427,-89,3068179,84.0,5.0555235515805865,732.4571380804929,1591.1271290738946,180.20075207765393,16641.0,12.534504089946267,3068179.0,494.3370312191618,4.267570324243972,[6.0140152],[50.05423162],59.446467094353046,108.66007799555457,48.748650836600156,598.2123368838193,-115.25840533340725,122.85980323116262,4.646995444190914,[1.88871428],[5.44551406],1,3
50.085,375.2999570676767,391.40698568547896,600,-718,28671713,715.75,5.15525661805249,2402.781417202101,4785.222509053081,606.77185230774,37406.345459193224,295.5975021673286,28671713.0,1782.6109528239906,4.466100267314755,[5.25897035],[31.45223521],33.050170952659236,377.18198684454694,355.39338997005285,809.637264458597,-913.5819612930195,464.56915523956184,4.9839653292573445,[-0.2223967],[-0.39012046],0,4
26.75,261.40737843450404,304.6747559029012,464,-467,13809876,411.0,5.065005770819124,1625.2107376618767,3341.9404629928013,592.914712968061,29954.225271748015,27.438916737437832,13809876.0,1097.057335111548,4.4560233123714275,[6.42266657],[49.40365165],15.938186847944785,262.2886848493469,175.59997882001133,591.8483758531404,-563.5641046056785,275.59486796745693,4.953889589404365,[-0.12728203],[0.03323625],0,0
43.185,534.4665104335351,667.1709983275209,874,-866,57503879,906.75,5.0997347446583206,3069.527198006534,6934.110020810035,452.8415685991562,51154.96793287283,416.12504039245044,57503879.0,1773.274612028965,4.305081128852734,[5.17107167],[29.00178809],28.531758620877195,535.4487218679302,479.0996437059415,1170.2617228637364,-1062.781492123381,639.4013068879357,5.006196742133454,[0.04098352],[-0.2898438],1,1
45.77,247.08702333388533,312.82906810468205,413,-385,12629378,495.0,5.1557852285357555,1569.2361754128212,3188.5538768814527,679.1964111574223,28485.340729602005,91.58009757203735,12629378.0,1034.1774893352485,4.532182504262081,[6.57076733],[49.48607706],34.13204432787465,248.96163067830352,218.05848116156636,564.9783181680516,-512.652416360247,293.095760801824,4.976562907710447,[0.02774854],[-0.46024062],0,2
46.865,100.02253133669433,100.07564974912813,427,-89,2440167,135.5,4.938119536571163,647.0845705349327,1421.7765501567471,134.78081397961878,10331.853126353375,13.836384812741716,2440166.9999999995,496.72017049499345,4.186126303859266,[4.77021468],[26.75114592],33.54514569948982,105.24047795406481,29.354026310210855,598.2123368838193,-115.25840533340725,59.75052301026327,4.561206293235968,[2.41499883],[8.4356702],1,3
95.225,396.3738442114969,386.2178779207093,817,-718,33236005,667.5,5.140028741869616,2752.691788806855,5065.441038629837,666.6716881143901,38905.08574928199,128.89905457534348,33236005.0,2053.6392672244237,4.48275731798835,[4.70197781],[26.79581373],64.99725532666746,402.4368047283946,370.07040312515835,1147.6343058657667,-913.5819612930195,486.3126887610481,4.950163651408724,[0.08229702],[-0.05065237],0,4
43.325,263.27238627512764,286.88352928083395,506,-467,14237881,399.5,5.0756441982718306,1246.044084125466,3561.636581743838,489.9133080736748,32275.55722870972,36.78313816469424,14237881.000000002,644.6377465999952,4.116580708385377,[7.1931974],[56.66766726],27.117545058504103,265.4318062139502,169.83400936621996,634.9818895055198,-563.5641046056785,291.6815472394509,4.936751726423581,[-0.02333419],[0.02706839],0,0
44.15,536.9825672216929,696.08174158838,874,-843,58059900,925.5,5.106624358668657,2804.798151235364,7084.702345958275,838.3537718485777,52037.00214059935,8.0,58059900.0,2426.0295556040815,4.000766006069324,[5.06480247],[28.27194299],31.247048660633542,537.8876480734616,477.0029275409264,1170.2617228637364,-1062.781492123381,660.4377336282354,5.002679130379645,[0.07198651],[-0.30007105],1,1
48.795,246.70280293300277,307.63996033991236,413,-385,12648645,485.0,5.159189983278762,1472.8693741582183,3237.1748186755035,463.24977630574926,28778.791845811298,87.35636104105465,12648645.0,927.79471934252,4.427041637333669,[6.5275681],[49.14072317],36.189725061127504,248.8644787831321,217.5343021203126,564.9783181680516,-512.652416360247,296.98484809834997,5.006479569238488,[0.05523131],[-0.57865767],0,2
34.55,96.86494463943083,79.31921869004971,427,-89,2115304,109.5,4.850469239005674,653.2407680589376,1299.453923363876,199.46290302339276,9217.006892590378,8.25984394622508,2115304.0,475.6430964140066,4.297596628989801,[4.20787273],[21.0063461],24.812376951835958,99.80413794026778,29.878205351464622,598.2123368838193,-115.25840533340725,43.310290347676045,4.52425556454969,[2.9202904],[11.85303644],1,3
69.385,421.6553649308876,462.5718921737478,817,-945,36521505,684.0,5.1084527071431935,2794.9945609632646,5358.125642814451,812.4203371808037,32836.460507278665,25.0,36521504.99999999,2547.508896948463,4.31096531522267,[3.75299488],[16.06326693],49.15099236027693,424.4899350396897,371.1187612076658,1147.6343058657667,-1284.8130214159569,497.09606717414295,4.9192200593784445,[-0.1141289],[0.64013185],0,4
44.6,266.54534323450486,316.53557365094605,506,-467,14607116,458.25,5.076357212463344,1348.693772708918,3576.0510493358706,595.4200886008939,33003.14759079118,13.344598171804453,14607115.999999998,1075.4822928284113,4.269431024924531,[7.47477292],[60.35798171],29.323718215806135,268.6553545902259,159.87460758239843,634.9818895055198,-588.3128419472075,274.3574311003805,4.936963139562438,[-0.00958447],[0.05897088],0,0
47.8,536.5321332408712,664.2057938905098,874,-843,58030314,941.75,5.110337470443621,3185.938358254365,6919.545561480428,546.1455973403775,51071.6295400446,669.5845788377684,58030314.00000001,1364.174306638793,4.383424022908661,[5.15065517],[28.61094726],36.72005514701741,537.4041380097478,497.9700891910771,1140.5632380539012,-1100.258151526268,662.9126073623884,5.010580877550575,[0.02717527],[-0.35712115],1,1
45.425,247.5583655928436,300.9682503566372,413,-397,12669715,492.0,5.156789329483654,1329.498164640055,3301.840339904206,489.7366952754637,31535.516807933855,20.076507229547868,12669715.0,887.686789847014,4.357889187402753,[7.81227031],[67.35301613],32.94410493548125,249.52607268580172,215.43758595529755,564.9783181680516,-512.652416360247,299.45972183250285,5.004724975904004,[0.04323934],[-0.52983018],0,2
5.115,51.14119450110644,45.96066877367366,195,-89,528317,69.0,4.990070701020313,380.36006988016493,619.3893906427168,137.45318810281222,4650.078125783266,12.650002815378786,528317.0,375.6134468622387,4.575860686796515,[4.33696984],[23.767175],3.9668690424565316,51.24303806372141,22.015519732658145,266.5792565073284,-115.25840533340725,31.289475067504725,4.73286384596518,[1.25589087],[5.99857229],1,3
39.74,434.94618333766306,462.57189217374776,817,-945,38151490,713.75,5.092917311029151,2820.9654294956545,5494.874343020993,809.0891796059341,34842.436750598084,12.22897819025059,38151490.0,2198.255919213004,4.307388036538945,[3.84059207],[16.56758812],27.33674816067193,435.9015395705778,381.60234203274115,1147.6343058657667,-1284.8130214159569,505.0510184624916,4.935135019601153,[-0.18249441],[0.59846641],0,4
42.285,266.76447247525294,314.3116703231876,506,-451,14590261,436.75,5.080826943098412,1419.888708654159,3546.0086089907377,713.044629458068,32889.67368470031,77.49664081649541,14590261.0,1251.3658623132972,4.358173098059144,[7.49081259],[60.83524394],28.411550468075482,268.59651673095095,153.06028004609948,634.9818895055198,-610.9402589451771,263.2204992966923,4.928842949296299,[-0.06550489],[0.16081893],0,0
52.725,534.2172679490996,668.6536005460265,874,-856,57633603,919.0,5.108160882292198,3124.833512612517,6918.743998620973,808.4187639575584,58711.66671924134,346.2469960283433,57633603.00000001,2148.4037796404887,4.349077637137473,[5.9240694],[41.0853516],38.90501510088386,535.4011718328603,475.954569458419,1140.5632380539012,-1112.2789668064393,643.2903941844615,4.985656415517878,[0.03315594],[-0.24481793],1,1
49.45,245.53712041155813,293.55523926410916,413,-397,12546756,477.75,5.153858492124747,1139.8480359197406,3353.7296335587203,371.7053553767598,32411.124387816613,32.0,12546756.0,775.6590814383087,4.138590575231486,[8.23403489],[72.87993324],35.07956741466462,247.99839505529064,215.96176499655132,564.9783181680516,-512.652416360247,300.16682861368946,5.0054162542069305,[0.06168391],[-0.50969215],0,2
17.705,42.605844376094694,38.54765768114565,122,-84,425745,54.25,5.0131724544267104,360.7236095260789,543.712679207021,122.54716917769174,3541.0,20.00326927654593,425745.0,356.2845035810771,4.618473603637661,[3.20721252],[11.32038155],12.289515857022197,44.47125813376546,21.49134069140438,166.17009357883867,-108.89444430272832,35.532115754624016,4.74306254933846,[0.48569829],[1.39150626],1,3
38.96,437.16899295352596,441.81546111466935,817,-945,38526922,708.25,5.103381332586372,2902.0479348924655,5486.805972839424,735.4726842373946,35033.81202461751,112.68571039039625,38526922.0,2415.234650637506,4.39267168509759,[3.92118239],[17.24026553],28.11456561997714,438.00020684926625,374.2638354551884,1147.6343058657667,-1284.8130214159569,519.5467074768158,4.905120063166464,[-0.23225337],[0.60269348],0,4
44.185,266.02971784182307,304.6747559029012,506,-456,14544825,437.75,5.07185544009219,1527.0799607440986,3494.6890839520765,796.8048125089422,31968.54171518752,16.193121023544297,14544825.0,1230.3360471069213,4.4074791802368765,[7.11448353],[56.36671755],31.42382535593017,267.8370179792181,153.06028004609948,667.5088014401009,-610.9402589451771,284.787256122882,4.940116757104739,[-0.04956948],[0.16932384],0,0
48.585,531.7848839286428,661.9818905627512,873,-856,57031133,937.75,5.110556791266721,3063.65328401617,6902.547468531959,933.6339446919229,57089.09772803366,59.058777839911095,57031133.0,2463.599122421978,4.216386840951092,[5.5122373],[36.74127142],34.0189072428848,532.9149828537381,474.9062113759114,1138.4419177103416,-1112.2789668064393,648.2401416527675,5.001133028977677,[-0.00799809],[-0.31100238],1,1
50.395,242.93597711125457,292.0726370456036,388,-397,12311509,463.5,5.152929230308157,1038.1031595156462,3351.6937255966027,317.2368654629752,32621.67115717849,19.0,12311509.0,820.6326044321356,4.028062350776951,[8.4892581],[76.15168326],35.70182138210879,245.52581320504777,223.30027157410404,531.7442994522837,-495.68185361176984,296.4545180124601,5.036037272688971,[0.05824511],[-0.61197769],0,2
36.435,33.90745898766229,33.35854991637604,122,-57,495445,43.25,5.041521821793673,346.170003533948,612.871380187806,159.29952292942673,7287.0,17.01894808080869,495445.0,325.97902611340055,4.6185000627872235,[7.73369044],[80.50492094],25.49827052958691,42.744159834999685,27.257310145195795,166.17009357883867,-68.58935777509512,55.507882323143974,4.748513536899823,[1.03288858],[0.50741202],1,3
6.34,420.4404052895012,479.6218176865622,797,-945,35362066,735.5,5.1094262251991855,2819.331405351327,5235.784222711983,736.5151306789177,38590.035892963795,326.4443068260797,35362066.0,1749.0197259501138,4.520183832128128,[4.75295082],[25.59994809],5.6497831816805135,420.450246699892,383.17487915650247,1061.3672785610079,-1284.8130214159569,508.4097756731277,4.964431110896642,[-0.43328895],[0.34673533],0,4
26.455,264.14181413589176,303.9334547936484,500,-475,14094153,452.25,5.069315593110175,1589.6591443146522,3401.049368194588,607.5528029281986,30510.26776645198,76.43153306587453,14094153.000000002,1528.022384434463,4.3838328287837225,[6.47651493],[50.06447916],20.103045789133546,264.70102483745694,184.5110225213254,667.5088014401009,-610.9402589451771,318.905158315133,4.974239527635951,[-0.12436485],[0.02463097],0,0
44.4,534.1061411367594,670.1362027645321,873,-856,57448146,923.0,5.106611152339925,3209.9042738940852,6866.196949726716,919.6158589924037,46037.85661874016,44.73154075243247,57448145.99999998,2374.9144488489733,4.2756193845544646,[4.55605834],[22.66383942],28.984306960836598,535.1641243114117,485.91397124224045,1142.684558397461,-1157.5338008023782,638.3406467161559,5.000436156105569,[0.01934844],[-0.32877305],1,1
60.325,244.91406528617338,286.14222817158117,517,-397,12724401,459.25,5.151005102683282,1137.2511730430692,3380.9851773428645,373.0894747813892,32677.40126403784,7.927158675101845,12724401.0,889.4974490994854,4.151784187214301,[8.30646954],[73.31465627],43.161797923626864,248.51371028577077,213.34086979028245,663.9732675341681,-495.68185361176984,296.98484809834997,5.0192325342134065,[0.14112072],[-0.45079724],0,2
39.075,35.16503057015591,29.65204437011204,139,-57,552687,40.25,5.052380073515209,325.990905503312,668.144392724455,152.2435686921889,7815.0,3.0,552687.0,327.8570656058237,4.392196994364172,[7.49241721],[76.96570147],27.61959087314655,44.727991235914004,27.257310145195795,181.72644276494273,-68.58935777509512,55.68465901844063,4.725861427173745,[1.14338109],[0.94304083],1,3
53.99,400.11547070814447,426.98943892961336,596,-850,32601462,729.0,5.151355379899003,2320.901719235344,5216.788016552947,563.6007805063695,34613.93868064328,51.106854937201284,32601462.000000004,2087.9710924720375,4.174111209751468,[4.74827676],[25.07722737],37.08067960542255,402.03523875401777,377.40890970271107,807.5159441150374,-1011.8698038779496,494.2676400493968,4.976664614061691,[-0.25072825],[-0.25916037],0,4
34.915,265.10744571776934,302.4508525751428,500,-475,14300203,442.5,5.076850354004552,1682.7197962280595,3386.5405781390245,622.1164603289436,28511.72796042693,57.97552174628287,14300203.000000002,1357.792674009846,4.415153180129023,[5.56163236],[37.93228445],25.38513344459706,266.18904936153933,210.71997458401367,667.5088014401009,-610.9402589451771,325.79944943170176,4.9913589231445945,[-0.0206338],[-0.1109925],0,0
48.13,533.2997966435015,691.6339349328633,874,-867,57345034,933.25,5.102127202561396,3310.427162408298,6810.734615472061,1172.7422771208908,53213.78110228453,184.17538271320788,57345034.00000002,1726.398441118079,4.436452459857047,[5.28843087],[31.57254223],31.54403350873188,534.5373176402187,514.2196394699438,1142.684558397461,-1159.6551211459382,647.1794814809876,5.0193903805953575,[0.01706262],[-0.34924247],1,1
90.705,299.64627141848433,298.7443470288788,835,-709,19603057,472.25,5.084859653165601,1752.8693401868131,4065.7725066994403,427.43364751346456,32556.912861020766,37.98470233957236,19603057.000000004,1038.6105091130291,4.2092289411537145,[5.27949616],[32.8549069],65.81749919284384,306.0773461071564,219.63101828532768,1134.1992770232223,-894.4900782009827,301.40426548076596,4.935019460920672,[0.55712888],[1.56836728],0,2
46.325,37.174310686279036,40.030259899651256,139,-57,705587,55.0,5.087988315819228,339.5665721921278,768.2978218436443,123.98125200617515,9265.0,5.453767229511252,705587.0,279.3784156278709,4.359937783865507,[8.34068194],[89.47154952],32.48448552770999,49.72618223833396,30.402384392718393,181.72644276494273,-68.58935777509512,67.35192090801866,4.738009394732057,[0.86911247],[-0.16971981],1,3
85.405,397.1958723035777,427.7307400388662,596,-710,33011715,709.5,5.173105860333269,2261.318552743745,5281.87025617034,424.91081062335957,38579.16654240384,110.02644396084212,33011715.0,1794.0950725522055,4.18425161820622,[5.05170213],[28.17204199],59.53131990809545,401.888786793063,384.22323723901,807.5159441150374,-832.9717882377531,484.0145917221918,4.969882768334124,[-0.11882817],[-0.49009601],0,4
37.87,264.8148279458686,292.0726370456036,500,-475,14312206,453.5,5.074482161371057,1811.3779379162643,3321.312386095325,643.7778995406281,26047.28726287256,160.3746191008396,14312206.0,1101.0845280595413,4.520180049880634,[4.91638294],[28.85689477],29.43685530079598,265.8843762803674,235.35638952294062,667.5088014401009,-560.0285706997457,336.4060511495,5.012774769779927,[-0.01434189],[-0.24547449],0,0
41.515,531.9180573876017,690.1513327143577,874,-867,56932063,917.0,5.108117183480359,3242.4335667742853,6813.126122790872,985.4106216560253,60059.137218476506,301.2665550375624,56932062.99999998,1872.172021774049,4.442881683109707,[6.28781932],[46.72273546],27.004407973514247,532.8518339557443,515.2679975524513,1142.684558397461,-1159.6551211459382,636.7496564584861,5.031546704521393,[-0.01135495],[-0.3779585],1,1
17.48,340.69004916492645,390.6656845762261,835,-755,23275052,513.25,5.050158490522919,1668.2319677192138,4526.815006368129,424.1320756060679,33378.55609982552,56.11061160080591,23275052.0,1159.4616669561572,4.011702619159312,[5.30393562],[29.48422817],13.130972926634188,340.88537303615715,239.54982185297075,1134.1992770232223,-958.1296885077719,293.095760801824,4.890436580702662,[0.14440107],[1.64098938],0,2
50.335,36.92970044557633,35.58245324413445,140,-57,779483,48.0,5.118414516812916,338.8504492620477,815.2688961532315,124.83322680198769,10067.0,6.216047153009907,779483.0,308.19199563066536,4.278664016134034,[8.82221403],[99.01163321],35.28462838120872,51.50155337463134,37.740890970271096,195.86857838867365,-68.58935777509512,70.35712472806149,4.7635624157826255,[0.85295633],[-0.00996731],1,3
80.54,393.6576030003739,438.10895556840535,596,-653,32290600,719.75,5.165947788822612,2401.619345078365,5150.031506830357,561.7598176036654,36052.371399981705,227.99428854795514,32290599.999999996,1341.5302134716785,4.367834521355606,[5.03232974],[27.30546753],55.58566406907451,397.94878307390263,391.03756477530885,807.5159441150374,-818.1225458328356,493.20697987761696,4.9918827791818075,[-0.10234396],[-0.52673606],0,4
27.275,264.2502968304861,287.6248303900868,464,-475,14114429,459.5,5.084766029337787,1774.8419974660294,3311.248236546272,771.3479079091695,27610.92555269956,9.063293918931675,14114429.000000002,1343.0035739597527,4.51528716117479,[5.48756562],[36.4240312],21.474832944635455,264.7847740146703,247.4125074717772,647.0027047856911,-560.0285706997457,342.06290539899237,5.018995951401721,[-0.05797291],[-0.35490186],0,0
48.53,530.4905457215991,693.1165371513689,908,-867,56755076,900.0,5.104260475000942,2979.3990788265014,6919.411617261096,712.3819042917834,58972.36618200875,0.0,56755076.00000001,2571.119361414968,4.195954293977665,[5.84027604],[41.32362047],34.31589209098315,531.599284753093,497.44591014982336,1158.2409075835649,-1159.6551211459382,619.4255403194156,5.006597403351947,[0.06730307],[-0.23446546],1,1
20.18,340.77468744024986,380.2874690466869,835,-755,23306924,514.0,5.051309441434295,1923.5429342297161,4427.968674254023,536.108881184385,31056.98093948406,52.2007167464757,23306924.0,1047.162893901804,4.217094897834743,[4.82154243],[24.75745518],12.961267299149421,341.1255275554734,230.63877815165674,1134.1992770232223,-958.1296885077719,294.6867510594937,4.879463108570789,[0.16069403],[1.65388336],0,2
56.13,38.16075339927135,35.58245324413445,149,-33,921364,48.25,5.091718041526874,340.12651663709767,897.5956509923129,101.33191118614374,11226.0,3.1036968495031014,921364.0,256.8288248192809,4.17697774472507,[9.23094461],[105.77549368],39.534340136139875,55.17115142898507,38.78924905277863,210.01071401240463,-46.66904755831214,72.83199846221441,4.715885356314945,[1.09763978],[0.42695874],1,3
63.265,395.0686962731925,441.81546111466935,596,-653,32016347,731.5,5.1723236908165475,2387.4730463343144,5129.943416162322,473.2995262219473,39833.407002106265,100.80804908678971,32016347.0,1375.6097332384159,4.373709616443287,[5.28814728],[31.47629251],43.34564568673537,397.74726900382365,380.0298049089798,807.5159441150374,-818.1225458328356,488.43400910460775,4.9710347400799915,[-0.16207684],[-0.45370358],0,4
36.29,266.06327424129773,296.52044370112037,474,-438,14421326,463.75,5.090136596078759,1765.5355654216503,3362.173429082928,765.4120318010646,23365.578845410368,114.37886329262058,14421326.0,1596.331360468808,4.453780360944307,[4.47544126],[21.98334675],27.258966414741412,267.13962407325505,253.17847692556867,647.0027047856911,-530.3300858899106,354.6140507650536,5.0228855511402655,[-0.00403653],[-0.43202713],0,0
53.835,526.4783830082675,697.5643438068857,908,-867,56015539,910.25,5.10966919044041,3238.839171164896,6747.255725354412,909.9027984763175,52531.26005216349,122.96325644724668,56015539.0,2816.0853062133037,4.314134931681504,[4.98804228],[29.61608089],40.05759915421791,527.7054895962331,506.88113289239107,1158.2409075835649,-1159.6551211459382,624.9056178736114,5.018604745088359,[0.05667483],[-0.30568025],1,1
26.605,342.43518945196035,377.3222646096757,835,-755,23593937,507.25,5.050968519858682,2030.738699473003,4412.486525131006,487.8930069153619,26566.668104002187,5.604837863975981,23593937.0,1421.1226175484046,4.155689183980585,[3.9137483],[16.21271814],17.458466427495857,343.0231580374713,221.72773445034272,1134.1992770232223,-958.1296885077719,295.39385784068025,4.855513859686601,[0.16777054],[1.60536949],0,2
44.93,44.3123583213532,45.21936766442086,149,-65,796458,59.0,5.03276135869514,340.25458721668105,825.0362512508199,111.88289665996801,8986.0,8.72179480813279,796458.0,271.02658052851024,4.17181719678366,[6.77054624],[60.55743774],31.586459915603086,54.63136049925904,28.30566822770333,210.01071401240463,-79.90306627407988,61.16473657263636,4.678794817596561,[1.15688993],[1.0179862],1,3
50.285,390.94489864301846,429.2133422573718,586,-653,31073299,722.75,5.162366277171753,2190.9670717567524,5125.715783232392,535.599508663144,37378.27355466171,9.0,31073299.000000004,1756.2876658154173,4.1386456380433625,[4.97956298],[27.720298],35.52504468681215,392.561417105655,373.73965641393465,795.495128834866,-818.1225458328356,497.096067174143,4.994335712869799,[-0.17875601],[-0.49164228],0,4
38.11,265.9423958303753,297.2617448103732,474,-438,14435546,471.0,5.099681178582085,1777.0367331000161,3358.2266822257875,616.9465377546371,21396.93631167523,98.39946967100506,14435546.0,1233.3692684861296,4.478789778684014,[4.43541936],[20.88698874],27.357961364107528,267.2625524648001,248.9850445955385,592.5554826343268,-531.0371926710972,369.10973977937783,5.018142811834056,[-0.07697803],[-0.41336904],0,0
39.24,530.0060305317289,692.3752360421161,908,-903,56489234,910.75,5.111017552126988,2967.4240212250534,6905.333350263152,620.3904613938544,50932.71572653874,216.70932873320055,56489234.0,2041.5174628408467,4.223839720568469,[5.07937119],[28.24345783],29.274220741123074,530.6497809290041,471.236958087135,1158.2409075835649,-1162.4835482706842,624.9056178736114,5.010617460546647,[0.00696316],[-0.28298793],1,1
0.2,292.3731519821887,362.4962424246197,487,-755,17096420,485.5,5.093760876512956,2103.014840587797,3560.020867953934,536.4863870624425,24655.43181562329,35.41605413625851,17096420.0,1240.7802929910258,4.595794356526863,[4.29263758],[20.48918886],-3.783021279348034,292.3487450802551,209.67161650150612,668.923015002474,-958.1296885077719,296.6312947077567,4.929708605787953,[-0.37623649],[0.93482358],0,2
40.485,43.77373384805093,43.73676544591525,149,-65,711035,57.5,5.010626989655426,337.0872966581878,772.9211825481786,118.65701801080093,8097.0,11.069092939095075,711035.0000000001,268.645278197741,4.299701937258912,[6.59901205],[54.68531475],28.68025104492637,52.274450738386534,25.68477302143451,210.01071401240463,-79.90306627407988,50.7349115501348,4.674138419801221,[1.30773448],[1.77568183],1,3
70.655,390.93675444373355,438.10895556840535,674,-653,31564735,723.0,5.16688701708698,2380.7343962114574,5088.893665100075,569.1808989292088,35926.62180313207,131.54111942549005,31564735.000000004,2062.870747929343,4.309400540605951,[4.91050722],[26.61074592],51.4703026025688,393.9219249419865,373.7396564139347,951.765727477093,-793.3738084913064,493.3837565729136,4.989761856428636,[-0.10718998],[-0.49378436],0,4
45.555,266.33202393816634,301.70955146589,482,-452,14601601,438.0,5.103317096943424,1748.379970920956,3397.7593318659933,657.7444137358767,22354.060488284544,46.69760228761587,14601601.000000006,1156.585887364301,4.460412681487061,[4.58858151],[22.15562195],29.74091121670619,268.55815608541855,233.25967335792558,623.668181006535,-605.9905114768712,357.0889244992065,5.0148028626116545,[-0.07149518],[-0.34012861],0,0
47.245,531.628681482668,699.0469460253913,908,-903,56972229,910.0,5.105251272233295,3185.336617589565,6842.942322761684,554.1394754910904,49984.42290168377,348.1620543260421,56972229.00000002,1288.1196236985306,4.403244916046477,[5.12937283],[28.16690504],36.55742058734451,532.4703747627656,460.22919822080604,1158.2409075835649,-1162.4835482706842,624.3752877877215,4.9953121955019615,[0.01576926],[-0.24312195],1,1
