EEG _mean(),EEG _std(),EEG _mad(),EEG _max(),EEG _min(),EEG _energy(),EEG _iqr(),EEG _entropy(),EEG _mean(),EEG _std(),EEG _mad(),EEG _max(),EEG _min(),EEG _energy(),EEG _iqr(),EEG _entropy(),EEG _skewness(),EEG _kurtosis(),EEG _mean(),EEG _std(),EEG _mad(),EEG _max(),EEG _min(),EEG _iqr(),EEG _entropy(),EEG _skewness(),EEG _kurtosis(),state,subject
59.3,254.14118123594216,296.52044370112037,432,-418,13620846,490.0,5.158530442598741,1517.3880140273507,3364.2799548917055,658.8951963170075,29104.00977366804,6.253611842191404,13620846.000000006,1618.352212985344,4.309183047868208,[6.08252342],[43.86442069],41.71930009000631,257.611587472303,226.9695248628804,594.6768029778865,-497.8031739553295,309.00566337852126,5.006555941853226,[0.08137115],[-0.54665519],0,2
-33.105,53.59154760780846,64.49319650499369,107,-151,793599,81.5,5.006126545702715,455.52998196681847,765.5660882832454,214.91501505185437,6621.0,27.0,793599.0,394.56147266965365,4.58868589435736,[4.76530741],[27.91163046],-23.504229406640842,58.442674476789655,27.781489186449562,123.03657992645927,-192.33304448274095,56.74531919022044,4.713799697531752,[-0.9667413],[0.62420262],1,3
43.545,338.89180865727633,383.9939745929509,469,-717,23348765,641.0,5.16496943136591,2120.9375360506574,4341.703463868918,485.5648816017341,36646.02610347391,419.2561919353962,23348765.0,1513.224806148708,4.485187190098584,[5.93341734],[40.44581846],28.835814536787407,340.4589854887076,317.6524989997818,652.6595590351834,-896.6113985445423,435.0474471250234,4.963002708695291,[-0.22864318],[-0.25601176],0,4
-23.37,378.26258485343226,339.5159080377828,609,-1413,28725748,463.75,4.9806116236452525,3175.0818746627915,4317.939681050189,942.2815367528121,26071.318198443158,244.80645226069322,28725748.0,1845.1707709022703,4.723670202411194,[3.03202213],[10.27024544],-13.498668452851192,378.7433510307475,228.5420619866417,835.0931085813127,-1901.4101346106263,282.8427124746191,4.806518218581816,[-1.76585245],[6.73829638],0,0
40.245,542.9541094558545,674.5840094200489,883,-974,59283765,966.25,5.109861722724888,3409.8004863982637,6903.406814244556,775.7124946246216,43771.34504392468,274.8510094690358,59283765.0,2320.912035242214,4.357603579656134,[4.41601455],[21.26075252],31.51574923748442,543.5306638543956,520.5097879649891,1170.9688296449228,-1165.3119753954304,664.6803743153547,5.017796468838697,[0.01443005],[-0.41168555],1,1
59.81,256.80160416165626,308.3812614491652,432,-413,13904860,480.75,5.159467971796624,1578.6789232563724,3378.25884995009,526.0490730067263,27315.991398806735,96.4010007254025,13904860.0,1742.3564263811377,4.355807502270798,[5.50413756],[34.83230839],41.46474164877915,260.3938847208206,231.1629571929105,594.6768029778865,-564.2712113868649,305.1165760819953,5.003692005480075,[0.09139109],[-0.53256375],0,2
-0.06,49.53994751713005,48.18457210143207,107,-151,490842,63.0,5.009185486649487,381.8709128793224,587.3811419314659,185.06422728823102,3848.850853298045,0.0,490841.99999999994,360.45644757435616,4.622660970747579,[3.94313875],[18.49325848],-0.042426406871192125,49.53996568428364,24.11223589767321,131.52186130069785,-190.21172413918129,35.17856236403074,4.758039775773646,[-0.71168886],[2.21570075],1,3
59.38,339.00015575217657,390.6656845762261,487,-542,23689418,651.0,5.175663368665064,1916.7361313496554,4473.8731098209255,394.34837366077466,33738.9728711106,179.05893198805046,23689418.0,1519.0302738143398,4.195484278265383,[5.17298528],[29.97564854],42.7233917192912,341.49934377682195,329.1844379073646,661.1448404094219,-707.8138879677341,437.5223208591763,4.991367994568824,[-0.12093744],[-0.56912094],0,4
-296.17,597.2729284841228,554.4932297210951,609,-1734,88890324,842.25,4.926803727133851,3264.643692968438,8844.909584498952,916.0527843809523,67281.2624756632,36.28371310447973,88890324.0,1664.0967282419426,3.996092367578915,[5.57231874],[33.96907576],-208.7237796706451,633.155592094076,220.15519732658146,835.0931085813127,-2422.547832345112,341.70935200839915,4.588820820217507,[-1.6962675],[2.64559803],0,0
59.645,536.4833165858935,679.7731171848185,875,-871,58274375,957.25,5.112020888259204,3295.147584333774,6885.9550824456655,1244.475125271234,45103.25509771858,132.12017245216734,58274375.00000001,2374.2804178842302,4.349468217650278,[4.64774902],[23.16480432],43.522422382032,538.0312943965249,451.8423335607457,1170.9688296449228,-1126.4211024301703,659.0235200658623,4.9903164003929295,[0.0363896],[-0.26962431],1,1
51.735,260.3845901258367,322.4659825249684,432,-414,14095329,479.75,5.158245607784579,1443.6915727283945,3465.701031946209,436.4380711665022,29257.2900870651,58.31812602220901,14095329.000000006,1066.6299621731412,4.241507401282232,[5.99319159],[41.2020516],35.906882348652886,263.0348661299486,238.50146377046323,594.6768029778865,-564.2712113868649,304.9397993866986,4.9987541503003685,[0.04175455],[-0.51123748],0,2
10.02,41.2339617305929,37.80635657189285,107,-116,360128,49.5,5.018959790451611,331.9244424778478,499.954162384683,170.74122130412908,3685.109282229006,12.690379433856023,360128.0,390.45815542945223,4.629948663783964,[4.0000187],[20.756211],6.993286065934956,41.853720862069125,22.53969877391191,131.52186130069785,-163.3416664540925,33.41079541106437,4.782573654393039,[-0.18105142],[2.32432686],1,3
112.115,360.63025632217824,355.82453244134445,838,-570,28524791,620.5,5.15025275788663,2452.4456071686627,4744.5022440588145,487.6036160113142,29532.626520180904,286.8899170340468,28524791.0,1745.3629178482859,4.398885520786939,[4.25498037],[19.9472661],80.64552839432575,368.94478414798067,324.46682653608076,1155.4124804588187,-773.5748186180831,438.4062043356595,4.958427138469685,[0.22275488],[-0.0100611],0,4
-270.85,687.8560296312012,592.299586292988,2047,-1734,109301128,839.75,4.926054091211358,4443.35527041133,9463.494171864211,810.453069102662,76708.67445904983,444.40097716437185,109301128.00000001,3489.4870811694063,4.3526871130223075,[5.48969225],[35.51756067],-195.430172184338,712.9605092850516,221.20355540908898,2894.895162177726,-2422.547832345112,393.85847712090697,4.520898497453409,[-0.3130839],[4.45217358],0,0
67.76,536.1851754757865,679.7731171848185,874,-888,58417192,930.75,5.114986588153341,3274.5711250020713,6906.111492533456,990.5631389207431,54417.17005315764,150.77612947426496,58417192.00000001,2472.0565939659473,4.38336668026068,[5.29876211],[31.96104023],49.4409061405634,538.1835716556202,483.8172550772253,1170.9688296449228,-1126.4211024301703,651.5988988634035,4.98607583451412,[-0.00597215],[-0.20448683],1,1
50.715,262.16121714509944,323.2072836342212,432,-414,14260103,493.5,5.16423895673573,1422.1011305296486,3498.2469001696113,608.748320543288,33751.50085234196,9.1493279307735,14260102.999999994,1302.8581082133783,4.350099227048733,[8.00014316],[70.19690083],36.33114641736481,264.53839570088877,239.025642811717,594.6768029778865,-564.2712113868649,307.06111973025827,4.999391260049828,[0.00596041],[-0.53945772],0,2
44.27,53.10731682169605,45.21936766442086,193,-41,956044,63.75,4.904590363558786,450.96292124571977,867.5692731197473,159.67679655107963,8854.0,15.678938639228852,956044.0,309.91442707880816,4.51341949236879,[6.11829678],[47.96965362],30.780358185050417,61.90952713435954,30.40238439271839,258.80108191427644,-46.669047558312144,51.795571721914605,4.626254395694222,[1.84431142],[3.0627446],1,3
52.71,383.7520760855894,416.61122340007415,838,-818,30008800,641.25,5.108801083477108,2564.066542043025,4840.905159985632,405.1576209753267,33874.594191833006,26.376081832513833,30008800.0,1398.0944888283107,4.443532367892832,[4.20512805],[20.2212635],39.088862863992354,385.37781565627256,325.51518461858825,1155.4124804588187,-1050.7606768432097,427.62282592256463,4.932205076535084,[-0.0481162],[0.60221708],0,4
147.31,1156.738740554668,1013.3586163485788,2047,-1734,271948950,1928.5,5.006566651313187,4609.039448386348,15833.688937301325,1147.5861778728386,151308.66049067638,166.31629427245127,271948950.0,2073.0111246476727,3.82308934362466,[8.10424017],[70.97103998],101.52639164276451,1161.6527630062265,233.25967335792558,2894.895162177726,-2422.547832345112,370.52395334175094,4.464704546968708,[0.89100025],[1.1598103],0,0
65.91,535.4443686322604,685.7035260588409,877,-888,58208960,923.0,5.1069433605432355,3081.037051106435,6979.697034235036,849.8509652337352,50959.966010685646,96.23645111323796,58208960.0,2001.816352725446,4.220051207132538,[4.86563287],[26.31931808],46.11750426898663,537.5109076102549,501.6393424798535,1132.7850634608494,-1126.4211024301703,651.5988988634035,5.0008571521944685,[-0.04773902],[-0.24172813],1,1
46.995,261.64025870458084,343.96371469329966,406,-419,14132831,488.5,5.1623912868399975,1517.2402708082116,3439.594883214857,595.7496596047564,32072.205714340256,32.13603768165707,14132831.0,1010.4528010505071,4.420882629406089,[7.26899235],[59.86466717],34.41488704034927,263.59015639814777,231.1629571929105,569.9280656363574,-564.2712113868649,305.82368286318183,4.988518404176373,[0.00116876],[-0.50231353],0,2
76.58,66.21603733235628,83.0257242363137,228,-36,2049812,113.5,4.975523316314147,496.7900839489176,1342.762679139552,195.6005234594155,15316.0,17.896874544497233,2049812.0,343.4484270914096,4.209437357651941,[8.20245078],[78.74508451],53.78961284486068,85.76559654080418,35.64417480525604,306.8843430349616,-46.669047558312144,88.21157095302182,4.591304126006731,[1.23969559],[0.25392573],1,3
28.485,388.79219356231937,421.05903005559094,838,-818,30394153,622.75,5.095226146676032,2481.2718266116112,4923.153778063761,630.608735747192,37040.576833748746,232.39707871432594,30394153.000000004,1705.138176167855,4.388078033053462,[4.5754346],[24.92358792],21.53140148713037,389.23921147541137,332.3295121548872,1155.4124804588187,-1050.7606768432097,427.9763793131579,4.930437632357884,[-0.1203444],[0.68099132],0,4
330.215,1105.582877388665,1103.7973516774205,2047,-1734,266271089,1661.25,5.003065520746767,4506.732634353134,15683.126281531258,615.7849888799506,145793.858615773,228.8279562856803,266271089.0,2506.1736863300875,3.8133329605443445,[7.74987894],[64.38860483],231.54211549953504,1130.3732541731515,150.96356388108444,2894.895162177726,-2422.547832345112,374.5898173335736,4.428635887712106,[0.75411936],[1.09147464],0,0
58.825,538.8813082442181,671.6188049830376,918,-888,58770689,942.75,5.107543250730231,3230.500464807105,6952.305786347511,1098.8012517265001,48491.09740580878,50.161717501598154,58770689.0,1887.3325957767051,4.331666768361989,[4.88435059],[25.82318083],38.60095918497363,540.7063999528765,473.8578532934038,1188.6464991745866,-1126.4211024301703,650.5382386916237,4.988290007257403,[-0.01461391],[-0.22764855],1,1
45.605,262.79628797796977,332.8441980545076,406,-419,14228341,498.5,5.166172863355141,1411.2798960976756,3498.089486401189,462.1932482650861,30861.343124216768,71.43597976543563,14228341.0,1012.0934605256537,4.292422893863035,[6.63081892],[49.31250376],33.976480836013614,264.5511363611958,226.9695248628804,569.9280656363574,-525.3803384216048,299.4597218325029,4.9440347243058875,[-0.01826575],[-0.41107042],0,2
105.29,70.66148809641642,66.71709983275208,228,-36,3215806,129.5,5.067242581306848,535.1463785007472,1711.5561204872993,133.74447592606194,21058.0,7.984527127401552,3215806.0000000005,419.6865482753468,3.9873086036483922,[9.3931251],[103.31982057],74.18964348209258,102.8344630948205,38.26507001152488,306.8843430349616,-46.669047558312144,182.25677285083265,4.624399951859879,[0.76184224],[-1.05798466],1,3
32.245,387.4473318723462,418.8351267278326,838,-818,30231035,622.5,5.098055021757759,2107.0919797864226,5078.503558009951,564.9637619015022,42154.222402921696,41.05374235314585,30231035.0,1242.233140737186,4.144064694028609,[5.59531048],[37.60491179],23.90020920410531,388.0514849862065,334.4262283199023,1155.4124804588187,-1050.7606768432097,441.94173824159225,4.939201436427572,[-0.1085368],[0.6751876],0,4
554.355,853.9974876865856,661.2405894534985,2047,-610,207324235,1370.0,4.818433651123018,3778.510318702018,13894.138863976508,480.9521494738006,110871.0,31.599043930780006,207324235.00000003,1393.4955299681458,3.4845197787137625,[6.51486771],[44.22502574],391.61694862454567,939.8177166610556,165.64057703618988,2894.895162177726,-822.3651865199548,359.03346814746953,4.301661903073965,[1.76740855],[1.87757846],0,0
49.205,540.1244606338432,663.4644927812569,918,-888,58831113,929.5,5.11218031550732,3042.414483309225,7040.939362879804,289.93963348357994,51717.7443535096,336.3829441778811,58831113.0,2045.1914044879627,4.238320303686525,[5.1082925],[28.57295232],32.77439930799648,541.3699324399167,491.1557616547781,1188.6464991745866,-1091.7728701520296,654.4273259881498,5.010807142520621,[-0.01731855],[-0.34893712],1,1
45.61,259.49209602606396,330.62029472674925,406,-419,13883284,494.5,5.163195366693908,1358.9746235678876,3469.3618970206203,396.0628037573119,32542.118977443835,41.24731964501204,13883284.0,974.2925481448109,4.262503202757191,[7.46862901],[62.68838799],34.23811034505264,261.2358547366728,226.96952486288035,569.9280656363574,-523.9661248592317,305.82368286318183,4.9317497656043265,[-0.02419916],[-0.3563513],0,2
128.8,51.546289876187984,42.99546433666246,228,-28,3849292,57.5,5.210772208097897,545.0141197600288,1884.7417884851498,263.88967888980835,25760.0,7.584315167532264,3849292.0,508.49616742484,4.065602786496649,[12.05423113],[157.31506389],90.96928739964935,104.74277421378527,77.0543190643035,306.8843430349616,-42.42640687119285,192.33304448274092,4.768118731343467,[0.41870459],[-1.4130577],1,3
-10.54,358.84854521092876,427.7307400388662,485,-818,25776674,640.75,5.118529726181675,1917.1401124144859,4701.196421058301,561.1544337581606,42974.95065085223,27.429329392047034,25776674.00000001,1810.6591596632848,4.209610537724338,[6.91795155],[55.7376869],-7.346839456528228,358.9281180821586,325.5151846185883,678.1154031578992,-1050.7606768432097,436.2848839920998,4.965777643415707,[-0.51478289],[0.2042444],0,4
469.385,851.502986944262,629.3646417556281,2047,-679,189075923,1098.5,4.797271760285886,4985.623905035803,12814.814757831484,712.0413803004149,95856.22609416959,596.7492155523464,189075923.00000003,2806.6740958117352,4.144426189442866,[5.72073626],[35.38754098],334.33422828062345,913.0171076162812,188.70445485135554,2894.895162177726,-837.2144289248723,248.1944801964782,4.364231742258549,[1.83823427],[2.39117924],0,0
47.935,541.9885707051395,664.2057938905098,918,-866,59209875,960.0,5.109986421185365,3099.657069138935,7042.868808499632,409.7957570033033,52129.42750561465,226.1030831204949,59209875.0,1995.222955496503,4.28848993550902,[5.15530144],[28.98149773],31.67131272934547,543.1816482080374,465.99516767459727,1188.6464991745866,-1122.8855685242374,656.725423027006,4.998643173802218,[0.01167329],[-0.28610698],1,1
47.4,254.88858350267475,331.36159583600204,392,-419,13442990,486.25,5.155369130808291,1162.0090697241283,3477.4595499989455,463.8433938023739,34314.77335788241,49.16967956722473,13442990.000000006,804.6464674393621,4.217658261475242,[8.74724731],[79.80203938],34.98764353311037,256.8867742800318,223.82445061535776,530.3300858899107,-523.9661248592317,303.52558582432556,4.9386362254047835,[-0.0032021],[-0.33123811],0,2
